name,site,phone,full_address,street,city,postal_code,state,country,latitude,longitude,photo,working_hours,business_status,about,description,location_link
Lakewood Dog Park,,,"2013 Cactus Mound Dr, Leander, TX 78641",2013 Cactus Mound Dr,Leander,78641,Texas,United States of America,30.560480199999997,-97.8100482,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no_oblZDzzMsp3mriR9WPTfdgruIe6bOVtdjvlCN7jNC8G3B3QgrkYEe9oSk2UjpZLutVY9qkl5KXtHpRVWJP1O-1QUMFUXl5T9GvQjG4Y0Hq_l6j7-lPfC8vqMRx-9LUJLkexe=w800-h500-k-no,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Activities"": {""Hiking"": true}, ""Amenities"": {""Basketball court"": true, ""Picnic tables"": true, ""Public restroom"": true, ""Skateboarding area"": true, ""Slides"": true, ""Swings"": true, ""Volleyball court"": true}, ""Children"": {""Good for kids"": true, ""Kid-friendly hikes"": true, ""Playground"": true}, ""Pets"": {""Dog park"": true, ""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Lakewood+Dog+Park/@30.560480199999997,-97.8100482,14z/data=!4m8!1m2!2m1!1sLakewood+Dog+Park!3m4!1s0x865b2d89f6270f4d:0x8e07217d15a91b11!8m2!3d30.560480199999997!4d-97.8100482"
Woof Way Dog Park,,,"Whitehall Park, 7600 Fresno Rd, Woodway, TX 76712","Whitehall Park, 7600 Fresno Rd",Woodway,76712,Texas,United States of America,31.5075732,-97.20887839999999,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrD-5e3UsWt2OdZR1pIFn62711XTacHxA5XSj-YpqsiNBj3-QvvwLhQv0GxAyp--egy1GEby3hc3fUSFn8HjhY7PQ3TjQefAKuMIDhfzQvmHE3hUEYYAwyWo7_EKp-MkDsghiQ=w800-h500-k-no,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Activities"": {""Hiking"": true}, ""Amenities"": {""Has a tennis court"": true, ""Picnic tables"": true, ""Public restroom"": true, ""Slides"": true, ""Swings"": true}, ""Children"": {""Good for kids"": true, ""Kid-friendly hikes"": true, ""Playground"": true}, ""Pets"": {""Dog park"": true, ""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Woof+Way+Dog+Park/@31.5075732,-97.20887839999999,14z/data=!4m8!1m2!2m1!1sWoof+Way+Dog+Park!3m4!1s0x864f87ad746c3c99:0x2ff8adde1b962024!8m2!3d31.5075732!4d-97.20887839999999"
BASF Dog Park,,+1 979-297-4533,"91 Lake Rd, Lake Jackson, TX 77566",91 Lake Rd,Lake Jackson,77566,Texas,United States of America,29.025712199999997,-95.4574914,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noreJ0oCnfYlnmPbPhBV_tDO-OKCcJ9pGw0orcuK8iTmJNbPecR9xjUWC9DvjBXBB5oHuG3AV4GHroVqZhxQHate4ceKSr2XKGKaZ_H9E-1dLwG8PzOO1aNIL3YQE9XMI23ygTU=w800-h500-k-no,"{""Monday"": ""6AM-8:30PM"", ""Tuesday"": ""6AM-8:30PM"", ""Wednesday"": ""Closed"", ""Thursday"": ""6AM-8:30PM"", ""Friday"": ""6AM-8:30PM"", ""Saturday"": ""6AM-8:30PM"", ""Sunday"": ""6AM-8:30PM""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Pets"": {""Dogs allowed"": true}}",,"https://www.google.com/maps/place/BASF+Dog+Park/@29.025712199999997,-95.4574914,14z/data=!4m8!1m2!2m1!1sBASF+Dog+Park!3m4!1s0x8640417551d59571:0xae49694bcf4327b8!8m2!3d29.025712199999997!4d-95.4574914"
Griffing Park,https://www.portarthurtx.gov/Facilities/Facility/Details/Griffing-Park-11,+1 409-983-8152,"Griffing Park, Port Arthur, TX 77642",Griffing Park,Port Arthur,77642,Texas,United States of America,29.9265124,-93.92313589999999,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-FCkaIiNiZqwsPMVt7IExg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=306.36777&pitch=0&thumbfov=100,"{""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""Closed"", ""Thursday"": ""Closed"", ""Friday"": ""Closed"", ""Saturday"": ""6AM-8PM"", ""Sunday"": ""6AM-8PM""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true}, ""Children"": {""Good for kids"": true}, ""Pets"": {""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Griffing+Park/@29.9265124,-93.92313589999999,14z/data=!4m8!1m2!2m1!1sGriffing+Park!3m4!1s0x863eb18c9c27750f:0x43ea4bb5bd13a1a0!8m2!3d29.9265124!4d-93.92313589999999"
Barbara Jacket Park,,,"Blue Bonnet Park, Port Arthur, TX 77640",Blue Bonnet Park,Port Arthur,77640,Texas,United States of America,29.885331299999997,-93.9349321,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2ajBBft3lr19UqlcjFY1_Q&cb_client=search.gws-prod.gps&w=800&h=500&yaw=212.24333&pitch=0&thumbfov=100,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Picnic tables"": true}, ""Children"": {""Good for kids"": true}, ""Pets"": {""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Barbara+Jacket+Park/@29.885331299999997,-93.9349321,14z/data=!4m8!1m2!2m1!1sBarbara+Jacket+Park!3m4!1s0x863ebbe5aaf5946b:0x95be4579ad45513c!8m2!3d29.885331299999997!4d-93.9349321"
Port Arthur Park Apartments,https://www.villaserenacommunities.com/port-arthur-park,+1 833-662-3602,"1348 Jefferson Dr, Port Arthur, TX 77642",1348 Jefferson Dr,Port Arthur,77642,Texas,United States of America,29.918153,-93.90708699999999,https://lh3.googleusercontent.com/p/AF1QipN-lZJG-XUkR9HL8VLCeT1sXIkO2K5LTxuJ9AUp=w800-h500-k-no,"{""Monday"": ""9AM-6PM"", ""Tuesday"": ""9AM-6PM"", ""Wednesday"": ""9AM-6PM"", ""Thursday"": ""9AM-6PM"", ""Friday"": ""9AM-6PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Service options"": {""Language assistance"": ""English, Spanish""}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Business center"": true, ""Fitness center"": true, ""Maintenance"": true, ""Pets welcome"": true, ""Swimming pool"": true}, ""Parking"": {""Free parking lot"": true, ""On-site parking"": true}, ""Pets"": {""Dog park"": true, ""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Port+Arthur+Park+Apartments/@29.918153,-93.90708699999999,14z/data=!4m8!1m2!2m1!1sPort+Arthur+Park+Apartments!3m4!1s0x863eafffd644b92f:0x862f6d720a71520e!8m2!3d29.918153!4d-93.90708699999999"
Heatherbrook Park,,+1 409-722-6527,"8044 Heatherbrook Trail, Port Arthur, TX 77642",8044 Heatherbrook Trail,Port Arthur,77642,Texas,United States of America,29.953394399999997,-93.97388409999999,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npGB0sqgB1BCGz56jQs98vCcDysVGYCtG17dkvnfzu-34kMhZdU2kWct83Wzo4jHk6-vkiM6bT2w_cwqvnTIyWBb03ofgsOXFsib7rYctck4GxATOsKirIPYkPkBeUx1coidTDG=w800-h500-k-no,"{""Monday"": ""6AM-9PM"", ""Tuesday"": ""6AM-9PM"", ""Wednesday"": ""6AM-9PM"", ""Thursday"": ""6AM-9PM"", ""Friday"": ""6AM-9PM"", ""Saturday"": ""6AM-9PM"", ""Sunday"": ""6AM-9PM""}",OPERATIONAL,"{""Children"": {""Good for kids"": true}, ""Pets"": {""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Heatherbrook+Park/@29.953394399999997,-93.97388409999999,14z/data=!4m8!1m2!2m1!1sHeatherbrook+Park!3m4!1s0x863eb1762150b1ff:0x414c7655a24ec59c!8m2!3d29.953394399999997!4d-93.97388409999999"
Pioneer Park,https://www.portarthurtx.gov/Facilities/Facility/Details/Pioneer-Park-20,,"Pioneer Park, Port Arthur, TX 77642",Pioneer Park,Port Arthur,77642,Texas,United States of America,29.9073845,-93.9234468,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no9J0ZCgoIsoEq78FTDP7AqF-lz5fV-Uv0yf1NFgrNK7oGu10PyeTKRgCRzbZqZ1R7qZyd6WN63oZulA-u_PAEORd6y7qbEbaUWBpStIIvHoMxOzjnHPuhUiS_XKjjryeeIqUDV=w800-h500-k-no,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true}, ""Children"": {""Good for kids"": true}, ""Pets"": {""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Pioneer+Park/@29.9073845,-93.9234468,14z/data=!4m8!1m2!2m1!1sPioneer+Park!3m4!1s0x863ebb39b32c98c1:0xdd29e4fb679dc96b!8m2!3d29.9073845!4d-93.9234468"
Nederland Veterans Park,https://www.ci.nederland.tx.us/page/parks_city_parks,+1 409-724-0773,"207 N 12th St, Nederland, TX 77627",207 N 12th St,Nederland,77627,Texas,United States of America,29.974999,-93.990588,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrvQrhbAGhuE0de4KYTCVu1jQG6WZmoDbo3NdGbkZbgJaY_7fjsxPBmWWwy2nOfDfiw9tNK1aabydvUYij0MVSmCZ0vJzAZMSsqN4xoD-14qVB7Y-1o9pqcBqS2ULgVkTlzobLW=w800-h500-k-no,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Children"": {""Good for kids"": true}, ""Pets"": {""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Nederland+Veterans+Park/@29.974999,-93.990588,14z/data=!4m8!1m2!2m1!1sNederland+Veterans+Park!3m4!1s0x863eb6cc56f04ab9:0xbcab312b63076852!8m2!3d29.974999!4d-93.990588"
Roosevelt Park,https://www.portarthurtx.gov/Facilities/Facility/Details/Roosevelt-Park-21,+1 409-983-8152,"Roosevelt Park, Port Arthur, TX 77640",Roosevelt Park,Port Arthur,77640,Texas,United States of America,29.8914205,-93.93541359999999,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BotXi-LwOgrhL3aXnevkTA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=123.63959&pitch=0&thumbfov=100,"{""Monday"": ""6AM-8PM"", ""Tuesday"": ""6AM-8PM"", ""Wednesday"": ""6AM-8PM"", ""Thursday"": ""6AM-8PM"", ""Friday"": ""6AM-8PM"", ""Saturday"": ""6AM-8PM"", ""Sunday"": ""6AM-8PM""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true}, ""Children"": {""Good for kids"": true}, ""Pets"": {""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Roosevelt+Park/@29.8914205,-93.93541359999999,14z/data=!4m8!1m2!2m1!1sRoosevelt+Park!3m4!1s0x863ebb1f1b8e2b49:0x3e19f7410a96424d!8m2!3d29.8914205!4d-93.93541359999999"
South 5th Street Park,https://www.ci.nederland.tx.us/page/parks_city_parks,,"S 4th 1/2 St, Nederland, TX 77627",S 4th 1/2 St,Nederland,77627,Texas,United States of America,29.9795344,-93.97896779999999,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqqsOKMo77OIZhThz4ZPeZj1677Iu7TQsSAvaY0V1DhcU28sZy4dpBe8sFd4P-lRwGn1pkmeP3YXTLyonS9VqjOZfDnu3yeGZv7b9uiJ5sr5r6EyrMatxnTxZXauFbZcroNrMrx=w800-h500-k-no,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Swings"": true}, ""Children"": {""Good for kids"": true, ""Playground"": true}, ""Pets"": {""Dogs allowed"": true}}",,"https://www.google.com/maps/place/South+5th+Street+Park/@29.9795344,-93.97896779999999,14z/data=!4m8!1m2!2m1!1sSouth+5th+Street+Park!3m4!1s0x863eb11c5907ee19:0x3b98037537bdb4ec!8m2!3d29.9795344!4d-93.97896779999999"
Lakeshore Park,https://www.portarthurtx.gov/Facilities/Facility/Details/Lakeshore-Park-62,+1 409-983-8152,"Port Arthur, TX 77640",,Port Arthur,77640,Texas,United States of America,29.8825917,-93.92155699999999,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noWzCBoFD0TPrx666Xaa20IllF3pSo41ZDwA_nkGGU8PHJEjR8QzuVD6odsNortstruDS-LOZvcQNvhXkHOyPOMMn5MoFVvnJR9thn3QGr0ePHi3c84c8n035GArg5H6kdgD4MW=w800-h500-k-no,"{""Monday"": ""6AM-8PM"", ""Tuesday"": ""6AM-8PM"", ""Wednesday"": ""6AM-8PM"", ""Thursday"": ""6AM-8PM"", ""Friday"": ""6AM-8PM"", ""Saturday"": ""6AM-8PM"", ""Sunday"": ""6AM-8PM""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",,"https://www.google.com/maps/place/Lakeshore+Park/@29.8825917,-93.92155699999999,14z/data=!4m8!1m2!2m1!1sLakeshore+Park!3m4!1s0x863ebb4bcbcfa5ef:0x5fcea2496eedbb6f!8m2!3d29.8825917!4d-93.92155699999999"
Adams Park,https://www.portarthurtx.gov/Facilities/Facility/Details/SSGT-Lucian-Adams-Park-2,,"Park Rd, Port Arthur, TX 77642",Park Rd,Port Arthur,77642,Texas,United States of America,29.9328735,-93.9660765,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqFMcAJswO5loEJdIpDnK8XHstJ4nVsdkNEqSUULTymxvCEZy8qvoWfsZ3FmiTkgXkl2AGhwY-MCJehQytk9zFSX7S3riwLIMbSQBx7mtwhVjJzU6Ca5ambchLrFUALVukjTeU=w800-h500-k-no,"{""Monday"": ""6AM-8PM"", ""Tuesday"": ""6AM-8PM"", ""Wednesday"": ""6AM-8PM"", ""Thursday"": ""6AM-8PM"", ""Friday"": ""6AM-8PM"", ""Saturday"": ""6AM-8PM"", ""Sunday"": ""6AM-8PM""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Baseball field"": true, ""Picnic tables"": true}, ""Children"": {""Good for kids"": true}, ""Pets"": {""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Adams+Park/@29.9328735,-93.9660765,14z/data=!4m8!1m2!2m1!1sAdams+Park!3m4!1s0x863eb1622c71a7f5:0x52ff0264acc5a90d!8m2!3d29.9328735!4d-93.9660765"
Rose Hill Park,https://www.portarthurtx.gov/Facilities/Facility/Details/Rose-Hill-Park-22,,"Port Arthur, TX 77642",,Port Arthur,77642,Texas,United States of America,29.8908961,-93.9161979,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nodPN2LDuWt9TznxHZmIIxuIkBILsxMpHCOSRZi-IgZFixL0UO3cHpbqRT5NEVmIJjA4lF5uOGK9JFihRG_ZsQFB7k8EC7Z6cSdjl0qdUl0Ry980WicnT8OyfylAlBu2u-XyxUG=w800-h500-k-no,"{""Monday"": ""6AM-8PM"", ""Tuesday"": ""6AM-8PM"", ""Wednesday"": ""6AM-8PM"", ""Thursday"": ""6AM-8PM"", ""Friday"": ""6AM-8PM"", ""Saturday"": ""6AM-8PM"", ""Sunday"": ""6AM-8PM""}",OPERATIONAL,"{""Highlights"": {""Picnics"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Has a tennis court"": true, ""Picnic tables"": true, ""Slides"": true}, ""Children"": {""Good for kids"": true, ""Playground"": true}, ""Pets"": {""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Rose+Hill+Park/@29.8908961,-93.9161979,14z/data=!4m8!1m2!2m1!1sRose+Hill+Park!3m4!1s0x863ebbc3f85235f5:0x6a186e7e27e114f6!8m2!3d29.8908961!4d-93.9161979"
Lakeside Park,https://www.portarthurtx.gov/Facilities/Facility/Details/Lakeside-Park-48,,"Port Arthur, TX 77640",,Port Arthur,77640,Texas,United States of America,29.884954699999998,-94.00935779999999,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npOThzdNMsKt82FTBuPBir0AGXhtuCvIPenxf36FZRRHmQEF_2WoyhMuC-C7L8LMaq6mvpw-Q4LS_LfRIKQcBwWzgUKDIMQbCwPxToi9oeoeOE1w28Q_vrUicyrLxb6IogYBjwW=w800-h500-k-no,"{""Monday"": ""6AM-8PM"", ""Tuesday"": ""6AM-8PM"", ""Wednesday"": ""6AM-8PM"", ""Thursday"": ""6AM-8PM"", ""Friday"": ""6AM-8PM"", ""Saturday"": ""6AM-8PM"", ""Sunday"": ""6AM-8PM""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true}, ""Amenities"": {""Picnic tables"": true, ""Swings"": true}, ""Children"": {""Good for kids"": true, ""Playground"": true}, ""Pets"": {""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Lakeside+Park/@29.884954699999998,-94.00935779999999,14z/data=!4m8!1m2!2m1!1sLakeside+Park!3m4!1s0x863eb984185f2f63:0xb9cf62d10572c29e!8m2!3d29.884954699999998!4d-94.00935779999999"
Celebration Park,http://www.cigrovestx.com/default.aspx?name=parks.home,+1 409-962-4471,"4401 Lincoln Ave, Groves, TX 77619",4401 Lincoln Ave,Groves,77619,Texas,United States of America,29.9488189,-93.92302,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrFvrf-Jy_olwjJTRf_5UEy3k5i7jH_-fBw4i9Mnm4ppjbdIPuSrpGukXpD-RrPJw8vRn7a06QwFIRNSukAhfcn0boOBQpsIcXhiTPC7BIYS2M9KWfGs7S3rmOh6G6t3Q6jmxM=w800-h500-k-no,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Slides"": true}, ""Children"": {""Good for kids"": true, ""Playground"": true}, ""Pets"": {""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Celebration+Park/@29.9488189,-93.92302,14z/data=!4m8!1m2!2m1!1sCelebration+Park!3m4!1s0x863eb039ead04bb1:0x40709548270e2319!8m2!3d29.9488189!4d-93.92302"
Boardwalk Park,,,"300-648 Lakeshore Dr, Port Arthur, TX 77640",300-648 Lakeshore Dr,Port Arthur,77640,Texas,United States of America,29.8694219,-93.9325164,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nppVlJ7h76pQXPDo93IaZMckixzuyCsZJjFs0ti-c9QHsVkJ10VjcVSjHMgGPcneeBUkRk9O4TIVKZWVyPys7UeCsExtkS-gZHgV5hrUKfmM8ysfGT-bTbc8Ll-CJ5hc9e-lbPX=w800-h500-k-no,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Public restroom"": true}, ""Children"": {""Good for kids"": true}, ""Pets"": {""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Boardwalk+Park/@29.8694219,-93.9325164,14z/data=!4m8!1m2!2m1!1sBoardwalk+Park!3m4!1s0x863ebb1df7d65a35:0x3ccb920e210dca63!8m2!3d29.8694219!4d-93.9325164"
Sabine Pass Public Boat Ramps,,,"4701 Broadway St, Sabine Pass, TX 77655",4701 Broadway St,Sabine Pass,77655,Texas,United States of America,29.7395782,-93.890057,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq3__Yr3H4TK9O0tNjzvZL6fbr8PQJDUpXtriO0PvLiuT8TrLXZiO99ONxjf8x_i20fcD0IQlPQ3fD_StHlRAtdYetEppKa0m4tgcva9NBo8W3vBt2dHV8CSC6GZ8_TUfD7Gg=w800-h500-k-no,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Parking"": {""On-site parking"": true}}",,"https://www.google.com/maps/place/Sabine+Pass+Public+Boat+Ramps/@29.7395782,-93.890057,14z/data=!4m8!1m2!2m1!1sSabine+Pass+Public+Boat+Ramps!3m4!1s0x863ea2a3f37a07ed:0xa5f1d22a567fd770!8m2!3d29.7395782!4d-93.890057"
Lakefront Park,https://www.portarthurtx.gov/Facilities/Facility/Details/Lakefront-Park-14,,"Riverfront Park, Port Arthur, TX 77640",Riverfront Park,Port Arthur,77640,Texas,United States of America,29.847483999999998,-93.94467139999999,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrts-sG80RCsp-SJ5kgq_QwpF8kQOIZ6EpTrQUX2Ojz8yV7eYb10WyXnl-wxcw4BicHc-n-P_urAiF3WAtoeqYfHwwOOA5Q9JcAQ3oEsCdxSzI1CcDtqZ8tiqiNNw9fB1ZRfhsC=w800-h500-k-no,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true}, ""Children"": {""Good for kids"": true}, ""Pets"": {""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Lakefront+Park/@29.847483999999998,-93.94467139999999,14z/data=!4m8!1m2!2m1!1sLakefront+Park!3m4!1s0x863ebb9eb3662e3f:0x6ec78a6d15dca126!8m2!3d29.847483999999998!4d-93.94467139999999"
Lady Luck RV Resort,https://www.ladyluckrvresort.com/,+1 409-304-0500,"6579 Gulfway Dr, Groves, TX 77619",6579 Gulfway Dr,Groves,77619,Texas,United States of America,29.9390188,-93.89498909999999,https://lh3.googleusercontent.com/p/AF1QipN21CGGYXW9MRP2p0Lh9C46_WQUJgyf1PvE3If4=w800-h500-k-no,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""RV camping"": true}, ""Amenities"": {""Gender-neutral restroom"": true, ""Public restroom"": true, ""Public shower"": true, ""Restroom"": true, ""Wi-Fi"": true}, ""Parking"": {""On-site parking"": true}, ""Pets"": {""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Lady+Luck+RV+Resort/@29.9390188,-93.89498909999999,14z/data=!4m8!1m2!2m1!1sLady+Luck+RV+Resort!3m4!1s0x863eafc63c76532b:0xce98b8e06dbb105b!8m2!3d29.9390188!4d-93.89498909999999"
Chance's Court Apartments,https://www.chancescouttx.com/,+1 409-237-5126,"7901 Heatherbrook Trail, Port Arthur, TX 77642",7901 Heatherbrook Trail,Port Arthur,77642,Texas,United States of America,29.950143999999998,-93.9739532,https://lh3.googleusercontent.com/p/AF1QipOF0oefxTj1jLltobq4ulPDVvPlWX8ZIZTz5Qqy=w800-h500-k-no,"{""Monday"": ""8AM-6PM"", ""Tuesday"": ""8AM-6PM"", ""Wednesday"": ""8AM-6PM"", ""Thursday"": ""8AM-6PM"", ""Friday"": ""8AM-6PM"", ""Saturday"": ""9:30AM-2PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Amenities"": {""Fitness center"": true, ""Maintenance"": true, ""Outdoor Space"": true, ""Pets welcome"": true}, ""Parking"": {""Free parking lot"": true, ""On-site parking"": true}, ""Pets"": {""Dog park"": true, ""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Chance%27s+Court+Apartments/@29.950143999999998,-93.9739532,14z/data=!4m8!1m2!2m1!1sChance%27s+Court+Apartments!3m4!1s0x863eb1cd4a97ea37:0x496c9f0c4b39ed2b!8m2!3d29.950143999999998!4d-93.9739532"
John Spikes Memorial Park,http://www.cigrovestx.com/default.aspx?name=parks.home,+1 409-960-5717,"5601 W Washington Blvd, Groves, TX 77619",5601 W Washington Blvd,Groves,77619,Texas,United States of America,29.9437459,-93.9258897,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqRupT9R-VnLz1nqOCVVAwPXy7x2r3GFbEpJCmzDdxZkG3YSpLIfTLawCfg1IpXzv27KvlawZF67u2QVADQHrbylePhGn_3KDkYRd--KeZBFVlAd5ra2wJWlcQadBTDIN87H6WXZA=w800-h500-k-no,,OPERATIONAL,"{""Highlights"": {""Picnics"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Picnic tables"": true}, ""Children"": {""Good for kids"": true, ""Playground"": true}, ""Pets"": {""Dogs allowed"": true}}",,"https://www.google.com/maps/place/John+Spikes+Memorial+Park/@29.9437459,-93.9258897,14z/data=!4m8!1m2!2m1!1sJohn+Spikes+Memorial+Park!3m4!1s0x863eb1bd889c3ba5:0x9e28c6904b236b23!8m2!3d29.9437459!4d-93.9258897"
Golden Triangle Veterans Memorial Park,http://www.portarthurtx.gov/179/Parks-Recreation,+1 409-983-8152,"7626 Gulfway Dr, Port Arthur, TX 77642",7626 Gulfway Dr,Port Arthur,77642,Texas,United States of America,29.9534539,-93.878312,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqIcPs2GMzid2rCQk3NmTangrNJSb1ps8KlvUc_9rZPfKbBUTrziNVdHDJz0kOjZc8tEb04jey-_CreeO5oi2seUxQvJsaE3kEwRF3tXRSGOuux3TyVfHhbRoQrpzIHI3RAHzvT=w800-h500-k-no,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Children"": {""Good for kids"": true}}",,"https://www.google.com/maps/place/Golden+Triangle+Veterans+Memorial+Park/@29.9534539,-93.878312,14z/data=!4m8!1m2!2m1!1sGolden+Triangle+Veterans+Memorial+Park!3m4!1s0x863eafb0e58527c1:0xb0b0e42b8b02a435!8m2!3d29.9534539!4d-93.878312"
Menard Dog Park,https://www.galvestontx.gov/Facilities/Facility/Details/Menard-Dog-Park-79,,"2222 28th St, Galveston, TX 77550",2222 28th St,Galveston,77550,Texas,United States of America,29.2882984,-94.7940704,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WQsdCbfclVvcNWOiA8TyPg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=343.23038&pitch=0&thumbfov=100,"{""Monday"": ""6AM-11PM"", ""Tuesday"": ""6AM-11PM"", ""Wednesday"": ""6AM-11PM"", ""Thursday"": ""6AM-11PM"", ""Friday"": ""6AM-11PM"", ""Saturday"": ""6AM-11PM"", ""Sunday"": ""6AM-11PM""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Children"": {""Good for kids"": true}, ""Pets"": {""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Menard+Dog+Park/@29.2882984,-94.7940704,14z/data=!4m8!1m2!2m1!1sMenard+Dog+Park!3m4!1s0x863f9f0533dc0dbb:0x5886f26c06ebea8d!8m2!3d29.2882984!4d-94.7940704"
